vx(m/s)	vy(m/s)	vz(m/s)	vr(m/s)	x(m)	y(m)	z(m)	t(s)	P(kPa)
153.435	58.694	0	164.278	4312.25	5738.38	0	23.26	53.843
153.423	58.5916	0	164.23	4313.79	5738.96	0	23.27	53.8387
153.412	58.4892	0	164.183	4315.32	5739.55	0	23.28	53.8345
153.4	58.3868	0	164.136	4316.85	5740.13	0	23.29	53.8302
153.389	58.2845	0	164.089	4318.39	5740.72	0	23.3	53.826
153.378	58.1821	0	164.042	4319.92	5741.3	0	23.31	53.8217
153.366	58.0797	0	163.995	4321.46	5741.88	0	23.32	53.8175
153.355	57.9774	0	163.949	4322.99	5742.46	0	23.33	53.8133
153.344	57.875	0	163.902	4324.52	5743.04	0	23.34	53.8091
153.332	57.7727	0	163.855	4326.06	5743.62	0	23.35	53.8049
153.321	57.6704	0	163.808	4327.59	5744.2	0	23.36	53.8007
153.31	57.5681	0	163.762	4329.12	5744.77	0	23.37	53.7965
153.298	57.4657	0	163.715	4330.66	5745.35	0	23.38	53.7923
153.287	57.3634	0	163.669	4332.19	5745.92	0	23.39	53.7881
153.276	57.2612	0	163.622	4333.72	5746.5	0	23.4	53.784
153.264	57.1589	0	163.576	4335.25	5747.07	0	23.41	53.7798
153.253	57.0566	0	163.53	4336.79	5747.64	0	23.42	53.7756
153.242	56.9543	0	163.484	4338.32	5748.21	0	23.43	53.7715
153.231	56.8521	0	163.437	4339.85	5748.78	0	23.44	53.7674
153.219	56.7498	0	163.391	4341.38	5749.35	0	23.45	53.7632
153.208	56.6476	0	163.345	4342.92	5749.91	0	23.46	53.7591
153.197	56.5454	0	163.299	4344.45	5750.48	0	23.47	53.755
153.185	56.4432	0	163.253	4345.98	5751.04	0	23.48	53.7509
153.174	56.341	0	163.207	4347.51	5751.61	0	23.49	53.7468
153.163	56.2388	0	163.162	4349.04	5752.17	0	23.5	53.7427
153.152	56.1366	0	163.116	4350.57	5752.73	0	23.51	53.7386
153.14	56.0344	0	163.07	4352.11	5753.29	0	23.52	53.7345
153.129	55.9322	0	163.024	4353.64	5753.85	0	23.53	53.7305
153.118	55.8301	0	162.979	4355.17	5754.41	0	23.54	53.7264
153.107	55.7279	0	162.933	4356.7	5754.97	0	23.55	53.7223
153.096	55.6258	0	162.888	4358.23	5755.53	0	23.56	53.7183
153.084	55.5236	0	162.842	4359.76	5756.08	0	23.57	53.7143
153.073	55.4215	0	162.797	4361.29	5756.64	0	23.58	53.7102
153.062	55.3194	0	162.752	4362.82	5757.19	0	23.59	53.7062
153.051	55.2173	0	162.707	4364.35	5757.75	0	23.6	53.7022
153.039	55.1152	0	162.661	4365.88	5758.3	0	23.61	53.6982
153.028	55.0131	0	162.616	4367.42	5758.85	0	23.62	53.6942
153.017	54.911	0	162.571	4368.95	5759.4	0	23.63	53.6902
153.006	54.8089	0	162.526	4370.48	5759.95	0	23.64	53.6862
152.995	54.7068	0	162.481	4372.01	5760.5	0	23.65	53.6822
152.983	54.6048	0	162.437	4373.54	5761.04	0	23.66	53.6783
152.972	54.5027	0	162.392	4375.07	5761.59	0	23.67	53.6743
152.961	54.4007	0	162.347	4376.59	5762.13	0	23.68	53.6704
152.95	54.2987	0	162.302	4378.12	5762.68	0	23.69	53.6664
152.939	54.1966	0	162.258	4379.65	5763.22	0	23.7	53.6625
152.928	54.0946	0	162.213	4381.18	5763.76	0	23.71	53.6585
152.916	53.9926	0	162.169	4382.71	5764.3	0	23.72	53.6546
152.905	53.8906	0	162.124	4384.24	5764.84	0	23.73	53.6507
152.894	53.7886	0	162.08	4385.77	5765.38	0	23.74	53.6468
152.883	53.6867	0	162.035	4387.3	5765.92	0	23.75	53.6429
152.872	53.5847	0	161.991	4388.83	5766.45	0	23.76	53.639
152.861	53.4827	0	161.947	4390.36	5766.99	0	23.77	53.6351
152.85	53.3808	0	161.903	4391.89	5767.52	0	23.78	53.6312
152.838	53.2788	0	161.859	4393.41	5768.06	0	23.79	53.6274
152.827	53.1769	0	161.815	4394.94	5768.59	0	23.8	53.6235
152.816	53.075	0	161.771	4396.47	5769.12	0	23.81	53.6196
152.805	52.9731	0	161.727	4398	5769.65	0	23.82	53.6158
152.794	52.8712	0	161.683	4399.53	5770.18	0	23.83	53.612
152.783	52.7693	0	161.639	4401.05	5770.71	0	23.84	53.6081
152.772	52.6674	0	161.595	4402.58	5771.24	0	23.85	53.6043
152.761	52.5655	0	161.552	4404.11	5771.76	0	23.86	53.6005
152.75	52.4636	0	161.508	4405.64	5772.29	0	23.87	53.5967
152.739	52.3618	0	161.465	4407.17	5772.81	0	23.88	53.5929
152.727	52.2599	0	161.421	4408.69	5773.34	0	23.89	53.5891
152.716	52.1581	0	161.378	4410.22	5773.86	0	23.9	53.5853
152.705	52.0562	0	161.334	4411.75	5774.38	0	23.91	53.5815
152.694	51.9544	0	161.291	4413.27	5774.9	0	23.92	53.5777
152.683	51.8526	0	161.248	4414.8	5775.42	0	23.93	53.574
152.672	51.7508	0	161.205	4416.33	5775.94	0	23.94	53.5702
152.661	51.6489	0	161.161	4417.85	5776.45	0	23.95	53.5665
152.65	51.5472	0	161.118	4419.38	5776.97	0	23.96	53.5627
152.639	51.4454	0	161.075	4420.91	5777.48	0	23.97	53.559
152.628	51.3436	0	161.032	4422.43	5778	0	23.98	53.5553
152.617	51.2418	0	160.99	4423.96	5778.51	0	23.99	53.5516
152.606	51.1401	0	160.947	4425.49	5779.02	0	24	53.5479
152.595	51.0383	0	160.904	4427.01	5779.54	0	24.01	53.5442
152.584	50.9366	0	160.861	4428.54	5780.05	0	24.02	53.5405
152.573	50.8348	0	160.819	4430.06	5780.55	0	24.03	53.5368
152.562	50.7331	0	160.776	4431.59	5781.06	0	24.04	53.5331
152.551	50.6314	0	160.734	4433.11	5781.57	0	24.05	53.5294
152.54	50.5297	0	160.691	4434.64	5782.08	0	24.06	53.5258
152.529	50.428	0	160.649	4436.17	5782.58	0	24.07	53.5221
152.518	50.3263	0	160.606	4437.69	5783.08	0	24.08	53.5184
152.507	50.2246	0	160.564	4439.22	5783.59	0	24.09	53.5148
152.496	50.1229	0	160.522	4440.74	5784.09	0	24.1	53.5112
152.485	50.0212	0	160.48	4442.27	5784.59	0	24.11	53.5075
152.474	49.9196	0	160.438	4443.79	5785.09	0	24.12	53.5039
152.463	49.8179	0	160.396	4445.32	5785.59	0	24.13	53.5003
152.452	49.7163	0	160.354	4446.84	5786.09	0	24.14	53.4967
152.441	49.6147	0	160.312	4448.36	5786.58	0	24.15	53.4931
152.43	49.513	0	160.27	4449.89	5787.08	0	24.16	53.4895
152.419	49.4114	0	160.228	4451.41	5787.57	0	24.17	53.4859
152.408	49.3098	0	160.186	4452.94	5788.07	0	24.18	53.4824
152.397	49.2082	0	160.145	4454.46	5788.56	0	24.19	53.4788
152.386	49.1066	0	160.103	4455.99	5789.05	0	24.2	53.4752
152.375	49.005	0	160.062	4457.51	5789.54	0	24.21	53.4717
152.364	48.9035	0	160.02	4459.03	5790.03	0	24.22	53.4681
152.353	48.8019	0	159.979	4460.56	5790.52	0	24.23	53.4646
152.342	48.7003	0	159.937	4462.08	5791.01	0	24.24	53.4611
152.332	48.5988	0	159.896	4463.6	5791.5	0	24.25	53.4576
152.321	48.4972	0	159.855	4465.13	5791.98	0	24.26	53.454
152.31	48.3957	0	159.814	4466.65	5792.47	0	24.27	53.4505
152.299	48.2942	0	159.773	4468.17	5792.95	0	24.28	53.447
152.288	48.1927	0	159.731	4469.7	5793.43	0	24.29	53.4436
152.277	48.0912	0	159.69	4471.22	5793.91	0	24.3	53.4401
152.266	47.9897	0	159.65	4472.74	5794.39	0	24.31	53.4366
152.255	47.8882	0	159.609	4474.26	5794.87	0	24.32	53.4331
152.244	47.7867	0	159.568	4475.79	5795.35	0	24.33	53.4297
152.233	47.6852	0	159.527	4477.31	5795.83	0	24.34	53.4262
152.223	47.5838	0	159.486	4478.83	5796.31	0	24.35	53.4228
152.212	47.4823	0	159.446	4480.35	5796.78	0	24.36	53.4193
152.201	47.3809	0	159.405	4481.88	5797.26	0	24.37	53.4159
152.19	47.2794	0	159.365	4483.4	5797.73	0	24.38	53.4125
152.179	47.178	0	159.324	4484.92	5798.2	0	24.39	53.4091
152.168	47.0766	0	159.284	4486.44	5798.67	0	24.4	53.4056
152.157	46.9751	0	159.244	4487.96	5799.14	0	24.41	53.4022
152.147	46.8737	0	159.203	4489.48	5799.61	0	24.42	53.3989
152.136	46.7723	0	159.163	4491.01	5800.08	0	24.43	53.3955
152.125	46.6709	0	159.123	4492.53	5800.55	0	24.44	53.3921
152.114	46.5696	0	159.083	4494.05	5801.02	0	24.45	53.3887
152.103	46.4682	0	159.043	4495.57	5801.48	0	24.46	53.3854
152.092	46.3668	0	159.003	4497.09	5801.95	0	24.47	53.382
152.081	46.2655	0	158.963	4498.61	5802.41	0	24.48	53.3787
152.071	46.1641	0	158.923	4500.13	5802.87	0	24.49	53.3753
152.06	46.0628	0	158.884	4501.65	5803.33	0	24.5	53.372
152.049	45.9614	0	158.844	4503.17	5803.79	0	24.51	53.3687
152.038	45.8601	0	158.804	4504.69	5804.25	0	24.52	53.3653
152.027	45.7588	0	158.765	4506.21	5804.71	0	24.53	53.362
152.017	45.6575	0	158.725	4507.73	5805.17	0	24.54	53.3587
152.006	45.5562	0	158.686	4509.25	5805.62	0	24.55	53.3554
151.995	45.4549	0	158.646	4510.77	5806.08	0	24.56	53.3521
151.984	45.3536	0	158.607	4512.29	5806.53	0	24.57	53.3489
151.973	45.2523	0	158.568	4513.81	5806.99	0	24.58	53.3456
151.963	45.1511	0	158.528	4515.33	5807.44	0	24.59	53.3423
151.952	45.0498	0	158.489	4516.85	5807.89	0	24.6	53.3391
151.941	44.9485	0	158.45	4518.37	5808.34	0	24.61	53.3358
151.93	44.8473	0	158.411	4519.89	5808.79	0	24.62	53.3326
151.92	44.7461	0	158.372	4521.41	5809.24	0	24.63	53.3293
151.909	44.6448	0	158.333	4522.93	5809.68	0	24.64	53.3261
151.898	44.5436	0	158.295	4524.45	5810.13	0	24.65	53.3229
151.887	44.4424	0	158.256	4525.97	5810.58	0	24.66	53.3197
151.877	44.3412	0	158.217	4527.49	5811.02	0	24.67	53.3165
151.866	44.24	0	158.178	4529.01	5811.46	0	24.68	53.3133
151.855	44.1388	0	158.14	4530.53	5811.9	0	24.69	53.3101
151.844	44.0376	0	158.101	4532.04	5812.35	0	24.7	53.3069
151.834	43.9365	0	158.063	4533.56	5812.79	0	24.71	53.3037
151.823	43.8353	0	158.024	4535.08	5813.22	0	24.72	53.3005
151.812	43.7342	0	157.986	4536.6	5813.66	0	24.73	53.2974
151.801	43.633	0	157.948	4538.12	5814.1	0	24.74	53.2942
151.791	43.5319	0	157.91	4539.63	5814.54	0	24.75	53.2911
151.78	43.4307	0	157.871	4541.15	5814.97	0	24.76	53.2879
151.769	43.3296	0	157.833	4542.67	5815.4	0	24.77	53.2848
151.759	43.2285	0	157.795	4544.19	5815.84	0	24.78	53.2817
151.748	43.1274	0	157.757	4545.71	5816.27	0	24.79	53.2786
151.737	43.0263	0	157.719	4547.22	5816.7	0	24.8	53.2755
151.726	42.9252	0	157.682	4548.74	5817.13	0	24.81	53.2724
151.716	42.8241	0	157.644	4550.26	5817.56	0	24.82	53.2693
151.705	42.7231	0	157.606	4551.77	5817.99	0	24.83	53.2662
151.694	42.622	0	157.568	4553.29	5818.41	0	24.84	53.2631
151.684	42.5209	0	157.531	4554.81	5818.84	0	24.85	53.26
151.673	42.4199	0	157.493	4556.33	5819.27	0	24.86	53.257
151.662	42.3188	0	157.456	4557.84	5819.69	0	24.87	53.2539
151.652	42.2178	0	157.419	4559.36	5820.11	0	24.88	53.2508
151.641	42.1168	0	157.381	4560.88	5820.53	0	24.89	53.2478
151.63	42.0158	0	157.344	4562.39	5820.95	0	24.9	53.2448
151.62	41.9147	0	157.307	4563.91	5821.37	0	24.91	53.2417
151.609	41.8137	0	157.27	4565.42	5821.79	0	24.92	53.2387
151.598	41.7127	0	157.232	4566.94	5822.21	0	24.93	53.2357
151.588	41.6118	0	157.195	4568.46	5822.63	0	24.94	53.2327
151.577	41.5108	0	157.158	4569.97	5823.04	0	24.95	53.2297
151.567	41.4098	0	157.122	4571.49	5823.46	0	24.96	53.2267
151.556	41.3088	0	157.085	4573	5823.87	0	24.97	53.2237
151.545	41.2079	0	157.048	4574.52	5824.28	0	24.98	53.2208
151.535	41.1069	0	157.011	4576.03	5824.7	0	24.99	53.2178
151.524	41.006	0	156.975	4577.55	5825.11	0	25	53.2148
151.513	40.9051	0	156.938	4579.06	5825.52	0	25.01	53.2119
151.503	40.8042	0	156.901	4580.58	5825.93	0	25.02	53.2089
151.492	40.7032	0	156.865	4582.09	5826.33	0	25.03	53.206
151.482	40.6023	0	156.829	4583.61	5826.74	0	25.04	53.2031
151.471	40.5014	0	156.792	4585.12	5827.15	0	25.05	53.2001
151.46	40.4005	0	156.756	4586.64	5827.55	0	25.06	53.1972
151.45	40.2997	0	156.72	4588.15	5827.95	0	25.07	53.1943
151.439	40.1988	0	156.684	4589.67	5828.36	0	25.08	53.1914
151.429	40.0979	0	156.648	4591.18	5828.76	0	25.09	53.1885
151.418	39.997	0	156.612	4592.7	5829.16	0	25.1	53.1856
151.407	39.8962	0	156.576	4594.21	5829.56	0	25.11	53.1827
151.397	39.7953	0	156.54	4595.72	5829.96	0	25.12	53.1799
151.386	39.6945	0	156.504	4597.24	5830.35	0	25.13	53.177
151.376	39.5937	0	156.468	4598.75	5830.75	0	25.14	53.1742
151.365	39.4929	0	156.432	4600.27	5831.15	0	25.15	53.1713
151.355	39.392	0	156.397	4601.78	5831.54	0	25.16	53.1685
151.344	39.2912	0	156.361	4603.29	5831.94	0	25.17	53.1656
151.333	39.1904	0	156.326	4604.81	5832.33	0	25.18	53.1628
151.323	39.0896	0	156.29	4606.32	5832.72	0	25.19	53.16
151.312	38.9889	0	156.255	4607.83	5833.11	0	25.2	53.1572
151.302	38.8881	0	156.219	4609.35	5833.5	0	25.21	53.1544
151.291	38.7873	0	156.184	4610.86	5833.89	0	25.22	53.1516
151.281	38.6866	0	156.149	4612.37	5834.28	0	25.23	53.1488
151.27	38.5858	0	156.114	4613.89	5834.66	0	25.24	53.146
151.26	38.4851	0	156.079	4615.4	5835.05	0	25.25	53.1432
151.249	38.3843	0	156.044	4616.91	5835.43	0	25.26	53.1404
151.239	38.2836	0	156.009	4618.42	5835.82	0	25.27	53.1377
151.228	38.1829	0	155.974	4619.94	5836.2	0	25.28	53.1349
151.218	38.0822	0	155.939	4621.45	5836.58	0	25.29	53.1322
151.207	37.9815	0	155.904	4622.96	5836.96	0	25.3	53.1294
151.197	37.8808	0	155.87	4624.47	5837.34	0	25.31	53.1267
151.186	37.7801	0	155.835	4625.98	5837.72	0	25.32	53.124
151.176	37.6794	0	155.8	4627.5	5838.1	0	25.33	53.1213
151.165	37.5787	0	155.766	4629.01	5838.47	0	25.34	53.1186
151.155	37.4781	0	155.731	4630.52	5838.85	0	25.35	53.1159
151.144	37.3774	0	155.697	4632.03	5839.22	0	25.36	53.1132
151.134	37.2767	0	155.663	4633.54	5839.6	0	25.37	53.1105
151.123	37.1761	0	155.629	4635.05	5839.97	0	25.38	53.1078
151.113	37.0755	0	155.594	4636.56	5840.34	0	25.39	53.1051
151.102	36.9748	0	155.56	4638.08	5840.71	0	25.4	53.1025
151.092	36.8742	0	155.526	4639.59	5841.08	0	25.41	53.0998
151.081	36.7736	0	155.492	4641.1	5841.45	0	25.42	53.0971
151.071	36.673	0	155.458	4642.61	5841.81	0	25.43	53.0945
151.06	36.5724	0	155.424	4644.12	5842.18	0	25.44	53.0919
151.05	36.4718	0	155.391	4645.63	5842.55	0	25.45	53.0892
151.039	36.3712	0	155.357	4647.14	5842.91	0	25.46	53.0866
151.029	36.2707	0	155.323	4648.65	5843.27	0	25.47	53.084
151.018	36.1701	0	155.29	4650.16	5843.64	0	25.48	53.0814
151.008	36.0695	0	155.256	4651.67	5844	0	25.49	53.0788
150.998	35.969	0	155.222	4653.18	5844.36	0	25.5	53.0762
150.987	35.8684	0	155.189	4654.69	5844.72	0	25.51	53.0736
150.977	35.7679	0	155.156	4656.2	5845.08	0	25.52	53.071
150.966	35.6674	0	155.122	4657.71	5845.43	0	25.53	53.0685
150.956	35.5668	0	155.089	4659.22	5845.79	0	25.54	53.0659
150.945	35.4663	0	155.056	4660.73	5846.15	0	25.55	53.0634
150.935	35.3658	0	155.023	4662.24	5846.5	0	25.56	53.0608
150.924	35.2653	0	154.99	4663.75	5846.85	0	25.57	53.0583
150.914	35.1648	0	154.957	4665.26	5847.21	0	25.58	53.0557
150.904	35.0643	0	154.924	4666.77	5847.56	0	25.59	53.0532
150.893	34.9639	0	154.891	4668.27	5847.91	0	25.6	53.0507
150.883	34.8634	0	154.858	4669.78	5848.26	0	25.61	53.0482
150.872	34.7629	0	154.826	4671.29	5848.6	0	25.62	53.0457
150.862	34.6625	0	154.793	4672.8	5848.95	0	25.63	53.0432
150.852	34.562	0	154.76	4674.31	5849.3	0	25.64	53.0407
150.841	34.4616	0	154.728	4675.82	5849.64	0	25.65	53.0382
150.831	34.3612	0	154.695	4677.33	5849.99	0	25.66	53.0357
150.82	34.2607	0	154.663	4678.84	5850.33	0	25.67	53.0333
150.81	34.1603	0	154.631	4680.34	5850.67	0	25.68	53.0308
150.8	34.0599	0	154.598	4681.85	5851.01	0	25.69	53.0283
150.789	33.9595	0	154.566	4683.36	5851.35	0	25.7	53.0259
150.779	33.8591	0	154.534	4684.87	5851.69	0	25.71	53.0235
150.769	33.7587	0	154.502	4686.37	5852.03	0	25.72	53.021
150.758	33.6584	0	154.47	4687.88	5852.37	0	25.73	53.0186
150.748	33.558	0	154.438	4689.39	5852.71	0	25.74	53.0162
150.738	33.4576	0	154.406	4690.9	5853.04	0	25.75	53.0138
150.727	33.3573	0	154.374	4692.4	5853.38	0	25.76	53.0114
150.717	33.2569	0	154.342	4693.91	5853.71	0	25.77	53.009
150.706	33.1566	0	154.311	4695.42	5854.04	0	25.78	53.0066
150.696	33.0562	0	154.279	4696.93	5854.37	0	25.79	53.0042
150.686	32.9559	0	154.248	4698.43	5854.7	0	25.8	53.0018
150.675	32.8556	0	154.216	4699.94	5855.03	0	25.81	52.9995
150.665	32.7553	0	154.185	4701.45	5855.36	0	25.82	52.9971
150.655	32.655	0	154.153	4702.95	5855.69	0	25.83	52.9948
150.644	32.5547	0	154.122	4704.46	5856.01	0	25.84	52.9924
150.634	32.4544	0	154.091	4705.97	5856.34	0	25.85	52.9901
150.624	32.3541	0	154.059	4707.47	5856.66	0	25.86	52.9878
150.613	32.2538	0	154.028	4708.98	5856.99	0	25.87	52.9854
150.603	32.1536	0	153.997	4710.48	5857.31	0	25.88	52.9831
150.593	32.0533	0	153.966	4711.99	5857.63	0	25.89	52.9808
150.583	31.9531	0	153.935	4713.5	5857.95	0	25.9	52.9785
150.572	31.8528	0	153.904	4715	5858.27	0	25.91	52.9762
150.562	31.7526	0	153.874	4716.51	5858.59	0	25.92	52.9739
150.552	31.6523	0	153.843	4718.01	5858.9	0	25.93	52.9717
150.541	31.5521	0	153.812	4719.52	5859.22	0	25.94	52.9694
150.531	31.4519	0	153.782	4721.02	5859.54	0	25.95	52.9671
150.521	31.3517	0	153.751	4722.53	5859.85	0	25.96	52.9649
150.51	31.2515	0	153.721	4724.04	5860.16	0	25.97	52.9626
150.5	31.1513	0	153.69	4725.54	5860.47	0	25.98	52.9604
150.49	31.0511	0	153.66	4727.05	5860.79	0	25.99	52.9582
150.48	30.9509	0	153.63	4728.55	5861.1	0	26	52.9559
150.469	30.8508	0	153.599	4730.05	5861.41	0	26.01	52.9537
150.459	30.7506	0	153.569	4731.56	5861.71	0	26.02	52.9515
150.449	30.6504	0	153.539	4733.06	5862.02	0	26.03	52.9493
150.438	30.5503	0	153.509	4734.57	5862.33	0	26.04	52.9471
150.428	30.4501	0	153.479	4736.07	5862.63	0	26.05	52.9449
150.418	30.35	0	153.449	4737.58	5862.94	0	26.06	52.9427
150.408	30.2499	0	153.419	4739.08	5863.24	0	26.07	52.9405
150.397	30.1498	0	153.39	4740.59	5863.54	0	26.08	52.9384
150.387	30.0497	0	153.36	4742.09	5863.84	0	26.09	52.9362
150.377	29.9495	0	153.33	4743.59	5864.14	0	26.1	52.9341
150.367	29.8494	0	153.301	4745.1	5864.44	0	26.11	52.9319
150.356	29.7494	0	153.271	4746.6	5864.74	0	26.12	52.9298
150.346	29.6493	0	153.242	4748.1	5865.04	0	26.13	52.9276
150.336	29.5492	0	153.212	4749.61	5865.33	0	26.14	52.9255
150.326	29.4491	0	153.183	4751.11	5865.63	0	26.15	52.9234
150.316	29.3491	0	153.154	4752.61	5865.92	0	26.16	52.9213
150.305	29.249	0	153.125	4754.12	5866.22	0	26.17	52.9192
150.295	29.149	0	153.096	4755.62	5866.51	0	26.18	52.9171
150.285	29.0489	0	153.067	4757.12	5866.8	0	26.19	52.915
150.275	28.9489	0	153.038	4758.63	5867.09	0	26.2	52.9129
150.264	28.8489	0	153.009	4760.13	5867.38	0	26.21	52.9108
150.254	28.7488	0	152.98	4761.63	5867.67	0	26.22	52.9088
150.244	28.6488	0	152.951	4763.13	5867.95	0	26.23	52.9067
150.234	28.5488	0	152.922	4764.64	5868.24	0	26.24	52.9047
150.224	28.4488	0	152.894	4766.14	5868.53	0	26.25	52.9026
150.213	28.3488	0	152.865	4767.64	5868.81	0	26.26	52.9006
150.203	28.2489	0	152.836	4769.14	5869.09	0	26.27	52.8985
150.193	28.1489	0	152.808	4770.64	5869.37	0	26.28	52.8965
150.183	28.0489	0	152.78	4772.15	5869.66	0	26.29	52.8945
150.173	27.949	0	152.751	4773.65	5869.94	0	26.3	52.8925
150.162	27.849	0	152.723	4775.15	5870.22	0	26.31	52.8905
150.152	27.7491	0	152.695	4776.65	5870.49	0	26.32	52.8885
150.142	27.6491	0	152.667	4778.15	5870.77	0	26.33	52.8865
150.132	27.5492	0	152.639	4779.65	5871.05	0	26.34	52.8845
150.122	27.4493	0	152.611	4781.16	5871.32	0	26.35	52.8825
150.112	27.3493	0	152.583	4782.66	5871.6	0	26.36	52.8806
150.101	27.2494	0	152.555	4784.16	5871.87	0	26.37	52.8786
150.091	27.1495	0	152.527	4785.66	5872.14	0	26.38	52.8767
150.081	27.0496	0	152.499	4787.16	5872.41	0	26.39	52.8747
150.071	26.9497	0	152.471	4788.66	5872.68	0	26.4	52.8728
150.061	26.8499	0	152.444	4790.16	5872.95	0	26.41	52.8709
150.051	26.75	0	152.416	4791.66	5873.22	0	26.42	52.8689
150.04	26.6501	0	152.389	4793.16	5873.49	0	26.43	52.867
150.03	26.5503	0	152.361	4794.66	5873.75	0	26.44	52.8651
150.02	26.4504	0	152.334	4796.16	5874.02	0	26.45	52.8632
150.01	26.3506	0	152.307	4797.66	5874.28	0	26.46	52.8613
150	26.2507	0	152.279	4799.16	5874.55	0	26.47	52.8594
149.99	26.1509	0	152.252	4800.66	5874.81	0	26.48	52.8576
149.98	26.0511	0	152.225	4802.16	5875.07	0	26.49	52.8557
149.969	25.9512	0	152.198	4803.66	5875.33	0	26.5	52.8538
149.959	25.8514	0	152.171	4805.16	5875.59	0	26.51	52.852
149.949	25.7516	0	152.144	4806.66	5875.85	0	26.52	52.8501
149.939	25.6518	0	152.117	4808.16	5876.1	0	26.53	52.8483
149.929	25.552	0	152.091	4809.66	5876.36	0	26.54	52.8464
149.919	25.4523	0	152.064	4811.16	5876.62	0	26.55	52.8446
149.909	25.3525	0	152.037	4812.66	5876.87	0	26.56	52.8428
149.899	25.2527	0	152.011	4814.16	5877.12	0	26.57	52.841
149.888	25.153	0	151.984	4815.66	5877.37	0	26.58	52.8392
149.878	25.0532	0	151.958	4817.16	5877.63	0	26.59	52.8374
149.868	24.9535	0	151.931	4818.65	5877.88	0	26.6	52.8356
149.858	24.8537	0	151.905	4820.15	5878.13	0	26.61	52.8338
149.848	24.754	0	151.879	4821.65	5878.37	0	26.62	52.832
149.838	24.6543	0	151.853	4823.15	5878.62	0	26.63	52.8302
149.828	24.5545	0	151.827	4824.65	5878.87	0	26.64	52.8285
149.818	24.4548	0	151.801	4826.15	5879.11	0	26.65	52.8267
149.808	24.3551	0	151.775	4827.65	5879.36	0	26.66	52.825
149.798	24.2554	0	151.749	4829.14	5879.6	0	26.67	52.8232
149.787	24.1557	0	151.723	4830.64	5879.84	0	26.68	52.8215
149.777	24.0561	0	151.697	4832.14	5880.08	0	26.69	52.8197
149.767	23.9564	0	151.671	4833.64	5880.32	0	26.7	52.818
149.757	23.8567	0	151.646	4835.13	5880.56	0	26.71	52.8163
149.747	23.757	0	151.62	4836.63	5880.8	0	26.72	52.8146
149.737	23.6574	0	151.594	4838.13	5881.04	0	26.73	52.8129
149.727	23.5577	0	151.569	4839.63	5881.27	0	26.74	52.8112
149.717	23.4581	0	151.544	4841.12	5881.51	0	26.75	52.8095
149.707	23.3585	0	151.518	4842.62	5881.74	0	26.76	52.8078
149.697	23.2588	0	151.493	4844.12	5881.98	0	26.77	52.8062
149.687	23.1592	0	151.468	4845.62	5882.21	0	26.78	52.8045
149.677	23.0596	0	151.443	4847.11	5882.44	0	26.79	52.8029
149.667	22.96	0	151.418	4848.61	5882.67	0	26.8	52.8012
149.657	22.8604	0	151.393	4850.11	5882.9	0	26.81	52.7996
149.647	22.7608	0	151.368	4851.6	5883.13	0	26.82	52.7979
149.637	22.6612	0	151.343	4853.1	5883.36	0	26.83	52.7963
149.627	22.5616	0	151.318	4854.59	5883.58	0	26.84	52.7947
149.616	22.4621	0	151.293	4856.09	5883.81	0	26.85	52.7931
149.606	22.3625	0	151.269	4857.59	5884.03	0	26.86	52.7915
149.596	22.263	0	151.244	4859.08	5884.25	0	26.87	52.7899
149.586	22.1634	0	151.219	4860.58	5884.48	0	26.88	52.7883
149.576	22.0639	0	151.195	4862.07	5884.7	0	26.89	52.7867
149.566	21.9643	0	151.171	4863.57	5884.92	0	26.9	52.7851
149.556	21.8648	0	151.146	4865.07	5885.14	0	26.91	52.7835
149.546	21.7653	0	151.122	4866.56	5885.36	0	26.92	52.782
149.536	21.6658	0	151.098	4868.06	5885.57	0	26.93	52.7804
149.526	21.5662	0	151.074	4869.55	5885.79	0	26.94	52.7789
149.516	21.4667	0	151.049	4871.05	5886.01	0	26.95	52.7773
149.506	21.3672	0	151.025	4872.54	5886.22	0	26.96	52.7758
149.496	21.2678	0	151.001	4874.04	5886.43	0	26.97	52.7743
149.486	21.1683	0	150.978	4875.53	5886.65	0	26.98	52.7727
149.476	21.0688	0	150.954	4877.03	5886.86	0	26.99	52.7712
149.466	20.9693	0	150.93	4878.52	5887.07	0	27	52.7697
149.456	20.8699	0	150.906	4880.02	5887.28	0	27.01	52.7682
149.446	20.7704	0	150.883	4881.51	5887.48	0	27.02	52.7667
149.436	20.671	0	150.859	4883.01	5887.69	0	27.03	52.7653
149.426	20.5715	0	150.836	4884.5	5887.9	0	27.04	52.7638
149.416	20.4721	0	150.812	4885.99	5888.1	0	27.05	52.7623
149.406	20.3727	0	150.789	4887.49	5888.31	0	27.06	52.7608
149.396	20.2733	0	150.766	4888.98	5888.51	0	27.07	52.7594
149.386	20.1738	0	150.742	4890.48	5888.71	0	27.08	52.7579
149.376	20.0744	0	150.719	4891.97	5888.92	0	27.09	52.7565
149.366	19.975	0	150.696	4893.46	5889.12	0	27.1	52.7551
149.356	19.8757	0	150.673	4894.96	5889.32	0	27.11	52.7536
149.346	19.7763	0	150.65	4896.45	5889.51	0	27.12	52.7522
149.336	19.6769	0	150.627	4897.94	5889.71	0	27.13	52.7508
149.326	19.5775	0	150.604	4899.44	5889.91	0	27.14	52.7494
